3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,22,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3
3,3,3,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,3,3,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
3,3,3,3,3,-1,3,-1,3,-1,3,-1,3,-1,-1,3,22,3,-1,-1,-1,-1,3,3,3,3,-1,-1,3,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,3,-1,-1,-1,3,-1,-1,3,22,3,3,-1,3,-1,-1,-1,-1,-1,-1,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,3,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,3,-1,3,3,3,3,3,3,-1,-1,-1,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,3,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
3,-1,-1,-1,3,3,-1,3,-1,3,-1,3,-1,3,3,3,-1,-1,-1,-1,3,3,22,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,21,22,3,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,22,22,22,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,3,3,3,-1,3,3,3
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,22,21,21,22,3,-1,-1,3,-1,3,-1,3,-1,-1,-1,-1,3,22,22,22,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,3,3,3,3,3,22,3
3,3,3,3,3,3,3,-1,3,-1,3,-1,3,3,-1,-1,3,3,-1,3,3,3,3,3,3,3,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3
